"Plot-Titel: L_55"
"Anz.","Datum Zeit, GMT+02:00","Temp., °C (LGR S/N: 20157054, SEN S/N: 20157054)","RH, % (LGR S/N: 20157054, SEN S/N: 20157054)","TauPkt, °C (LGR S/N: 20157054, SEN S/N: 20157054)","Koppler abgetrennt (LGR S/N: 20157054)","Koppler verbunden (LGR S/N: 20157054)","Host verbunden (LGR S/N: 20157054)","Angehalten (LGR S/N: 20157054)","Dateiende (LGR S/N: 20157054)"
978,08.24.25 05:00:00 PM,22.872,37.831,8.074,,,,,
979,08.24.25 06:00:00 PM,22.657,37.053,7.574,,,,,
980,08.24.25 07:00:00 PM,21.485,37.755,6.810,,,,,
981,08.24.25 08:00:00 PM,16.820,49.037,6.375,,,,,
982,08.24.25 09:00:00 PM,15.318,52.145,5.859,,,,,
983,08.24.25 10:00:00 PM,15.342,51.533,5.714,,,,,
984,08.24.25 11:00:00 PM,14.457,54.254,5.615,,,,,
985,08.25.25 12:00:00 AM,13.834,56.221,5.530,,,,,
986,08.25.25 01:00:00 AM,13.978,56.996,5.856,,,,,
987,08.25.25 02:00:00 AM,12.558,61.474,5.566,,,,,
988,08.25.25 03:00:00 AM,13.016,59.923,5.647,,,,,
989,08.25.25 04:00:00 AM,11.224,65.246,5.113,,,,,
990,08.25.25 05:00:00 AM,11.370,65.445,5.294,,,,,
991,08.25.25 06:00:00 AM,9.952,71.510,5.129,,,,,
992,08.25.25 07:00:00 AM,9.089,75.427,5.002,,,,,
993,08.25.25 08:00:00 AM,14.002,67.192,8.172,,,,,
994,08.25.25 09:00:00 AM,17.320,57.873,9.211,,,,,
995,08.25.25 10:00:00 AM,20.698,47.335,9.424,,,,,
996,08.25.25 11:00:00 AM,21.987,44.331,9.631,,,,,
997,08.25.25 12:00:00 PM,23.545,39.279,9.233,,,,,
998,08.25.25 01:00:00 PM,24.629,36.290,9.011,,,,,
999,08.25.25 02:00:00 PM,24.871,36.612,9.358,,,,,
1000,08.25.25 03:00:00 PM,26.182,33.500,9.170,,,,,
1001,08.25.25 04:00:00 PM,26.036,31.535,8.128,,,,,
1002,08.25.25 05:00:00 PM,25.355,31.880,7.700,,,,,
1003,08.25.25 06:00:00 PM,25.210,31.868,7.568,,,,,
1004,08.25.25 07:00:00 PM,23.328,33.441,6.645,,,,,
1005,08.25.25 08:00:00 PM,18.152,44.958,6.350,,,,,
1006,08.25.25 09:00:00 PM,16.201,48.800,5.736,,,,,
1007,08.25.25 10:00:00 PM,14.577,52.317,5.217,,,,,
1008,08.25.25 11:00:00 PM,13.858,52.552,4.612,,,,,
1009,08.26.25 12:00:00 AM,13.786,51.164,4.172,,,,,
1010,08.26.25 01:00:00 AM,11.904,55.688,3.591,,,,,
1011,08.26.25 02:00:00 AM,11.224,59.869,3.942,,,,,
1012,08.26.25 03:00:00 AM,10.712,61.050,3.723,,,,,
1013,08.26.25 04:00:00 AM,10.075,65.762,4.122,,,,,
1014,08.26.25 05:00:00 AM,9.410,68.554,4.043,,,,,
1015,08.26.25 06:00:00 AM,8.593,72.640,4.024,,,,,
1016,08.26.25 07:00:00 AM,9.163,74.974,4.995,,,,,
1017,08.26.25 08:00:00 AM,13.882,65.629,7.731,,,,,
1018,08.26.25 09:00:00 AM,18.414,53.785,9.179,,,,,
1019,08.26.25 10:00:00 AM,20.484,46.101,8.840,,,,,
1020,08.26.25 11:00:00 AM,23.785,42.179,10.515,,,,,
1021,08.26.25 12:00:00 PM,26.085,39.085,11.426,,,,,
1022,08.26.25 01:00:00 PM,28.717,38.361,13.482,,,,,
1023,08.26.25 02:00:00 PM,29.090,37.664,13.528,,,,,
1024,08.26.25 03:00:00 PM,29.490,36.497,13.392,,,,,
1025,08.26.25 04:00:00 PM,30.874,32.566,12.826,,,,,
1026,08.26.25 05:00:00 PM,29.414,33.184,11.848,,,,,
1027,08.26.25 06:00:00 PM,29.115,35.217,12.507,,,,,
1028,08.26.25 07:00:00 PM,26.818,43.501,13.721,,,,,
1029,08.26.25 08:00:00 PM,24.823,46.474,12.919,,,,,
1030,08.26.25 09:00:00 PM,23.376,51.514,13.145,,,,,
1031,08.26.25 10:00:00 PM,23.088,52.325,13.113,,,,,
1032,08.26.25 11:00:00 PM,24.074,53.028,14.228,,,,,
1033,08.27.25 12:00:00 AM,24.243,58.109,15.770,,,,,
1034,08.27.25 01:00:00 AM,23.208,58.876,14.996,,,,,
1035,08.27.25 02:00:00 AM,22.298,65.713,15.778,,,,,
1036,08.27.25 03:00:00 AM,21.676,68.464,15.792,,,,,
1037,08.27.25 04:00:00 AM,20.627,73.104,15.747,,,,,
1038,08.27.25 05:00:00 AM,18.842,78.692,15.081,,,,,
1039,08.27.25 06:00:00 AM,18.699,81.102,15.373,,,,,
1040,08.27.25 07:00:00 AM,18.390,81.843,15.199,,,,,
1041,08.27.25 08:00:00 AM,20.341,79.743,16.736,,,,,
1042,08.27.25 09:00:00 AM,22.274,73.307,17.380,,,,,
1043,08.27.25 10:00:00 AM,25.210,65.734,18.558,,,,,
1044,08.27.25 11:00:00 AM,25.623,64.439,18.647,,,,,
1045,08.27.25 12:00:00 PM,27.284,59.258,18.926,,,,,
1046,08.27.25 01:00:00 PM,27.087,57.323,18.227,,,,,
1047,08.27.25 02:00:00 PM,29.715,51.283,18.928,,,,,
1048,08.27.25 03:00:00 PM,29.665,51.502,18.949,,,,,
1049,08.27.25 04:00:00 PM,28.444,53.637,18.457,,,,,
1050,08.27.25 05:00:00 PM,25.137,62.558,17.734,,,,,
1051,08.27.25 06:00:00 PM,23.761,73.273,18.810,,,,,
1052,08.27.25 07:00:00 PM,22.944,71.884,17.736,,,,,
1053,08.27.25 08:00:00 PM,22.226,74.403,17.553,,,,,
1054,08.27.25 09:00:00 PM,21.270,78.977,17.502,,,,,
1055,08.27.25 10:00:00 PM,20.007,84.118,17.179,,,,,
1056,08.27.25 11:00:00 PM,19.651,85.966,17.139,,,,,
1057,08.28.25 12:00:00 AM,18.842,87.689,16.623,,,,,
1058,08.28.25 01:00:00 AM,18.533,91.144,16.860,,,,,
1059,08.28.25 02:00:00 AM,18.747,90.822,17.023,,,,,
1060,08.28.25 03:00:00 AM,18.842,92.128,17.318,,,,,
1061,08.28.25 04:00:00 AM,18.818,93.449,17.493,,,,,
1062,08.28.25 05:00:00 AM,17.439,92.941,16.043,,,,,
1063,08.28.25 06:00:00 AM,16.868,94.266,15.668,,,,,
1064,08.28.25 07:00:00 AM,17.082,95.027,15.992,,,,,
1065,08.28.25 08:00:00 AM,17.605,94.089,16.379,,,,,
1066,08.28.25 09:00:00 AM,17.915,94.247,16.710,,,,,
1067,08.28.25 10:00:00 AM,18.390,94.633,17.242,,,,,
1068,08.28.25 11:00:00 AM,20.126,90.569,18.354,,,,,
1069,08.28.25 12:00:00 PM,21.509,83.424,18.536,,,,,
1070,08.28.25 01:00:00 PM,22.178,76.417,17.902,,,,,
1071,08.28.25 02:00:00 PM,22.896,74.418,18.206,,,,,
1072,08.28.25 03:00:00 PM,22.609,73.663,17.776,,,,,
1073,08.28.25 04:00:00 PM,21.939,78.090,17.989,,,,,
1074,08.28.25 05:00:00 PM,21.437,78.014,17.486,,,,,
1075,08.28.25 06:00:00 PM,22.369,76.369,18.079,,,,,
1076,08.28.25 07:00:00 PM,22.106,73.653,17.288,,,,,
1077,08.28.25 08:00:00 PM,20.079,82.465,16.964,,,,,
1078,08.28.25 09:00:00 PM,18.033,87.226,15.749,,,,,
1079,08.28.25 10:00:00 PM,16.892,89.939,15.045,,,,,
1080,08.28.25 11:00:00 PM,17.724,86.366,15.304,,,,,
1081,08.29.25 12:00:00 AM,17.130,89.114,15.153,,,,,
1082,08.29.25 01:00:00 AM,17.391,89.499,15.473,,,,,
1083,08.29.25 02:00:00 AM,18.129,85.942,15.634,,,,,
1084,08.29.25 03:00:00 AM,17.819,86.959,15.494,,,,,
1085,08.29.25 04:00:00 AM,16.844,91.098,15.175,,,,,
1086,08.29.25 05:00:00 AM,16.511,89.605,14.616,,,,,
1087,08.29.25 06:00:00 AM,15.605,86.465,13.228,,,,,
1088,08.29.25 07:00:00 AM,14.936,83.138,12.028,,,,,
1089,08.29.25 08:00:00 AM,17.177,77.385,13.220,,,,,
1090,08.29.25 09:00:00 AM,20.293,66.853,14.118,,,,,
1091,08.29.25 10:00:00 AM,22.130,63.911,15.204,,,,,
1092,08.29.25 11:00:00 AM,24.219,58.785,15.923,,,,,
1093,08.29.25 12:00:00 PM,25.016,51.863,14.764,,,,,
1094,08.29.25 01:00:00 PM,25.720,50.178,14.909,,,,,
1095,08.29.25 02:00:00 PM,22.369,57.823,13.938,,,,,
1096,08.29.25 03:00:00 PM,23.376,56.614,14.565,,,,,
1097,08.29.25 04:00:00 PM,19.056,74.239,14.452,,,,,
1098,08.29.25 05:00:00 PM,21.056,63.580,14.107,,,,,
1099,08.29.25 06:00:00 PM,21.628,61.590,14.179,,,,,
1100,08.29.25 07:00:00 PM,17.296,87.052,14.992,,,,,
1101,08.29.25 08:00:00 PM,16.463,88.202,14.351,,,,,
1102,08.29.25 09:00:00 PM,16.320,88.998,14.333,,,,,
1103,08.29.25 10:00:00 PM,16.082,88.325,13.992,,,,,
1104,08.29.25 11:00:00 PM,15.629,87.117,13.354,,,,,
1105,08.30.25 12:00:00 AM,14.792,89.213,12.852,,,,,
1106,08.30.25 01:00:00 AM,14.673,88.918,12.688,,,,,
1107,08.30.25 02:00:00 AM,13.930,92.885,12.539,,,,,
1108,08.30.25 03:00:00 AM,14.290,92.717,12.873,,,,,
1109,08.30.25 04:00:00 AM,14.529,92.882,13.135,,,,,
1110,08.30.25 05:00:00 AM,15.199,90.187,13.403,,,,,
1111,08.30.25 06:00:00 AM,15.008,89.053,13.041,,,,,
1112,08.30.25 07:00:00 AM,15.270,87.032,12.987,,,,,
1113,08.30.25 08:00:00 AM,16.320,82.957,13.358,,,,,
1114,08.30.25 09:00:00 AM,17.130,84.483,14.409,,,,,
1115,08.30.25 10:00:00 AM,17.058,82.627,14.027,,,,,
1116,08.30.25 11:00:00 AM,19.341,78.062,15.452,,,,,
1117,08.30.25 12:00:00 PM,23.016,67.246,16.808,,,,,
1118,08.30.25 01:00:00 PM,22.561,63.984,15.631,,,,,
1119,08.30.25 02:00:00 PM,21.318,59.256,13.314,,,,,
1120,08.30.25 03:00:00 PM,23.930,55.545,14.794,,,,,
1121,08.30.25 04:00:00 PM,23.160,54.341,13.747,,,,,
1122,08.30.25 05:00:00 PM,22.633,58.971,14.479,,,,,
1123,08.30.25 06:00:00 PM,22.513,56.579,13.748,,,,,
1124,08.30.25 07:00:00 PM,20.341,61.259,12.882,,,,,
1125,08.30.25 08:00:00 PM,17.534,75.022,13.127,,,,,
1126,08.30.25 09:00:00 PM,16.677,76.831,12.632,,,,,
1127,08.30.25 10:00:00 PM,16.439,76.753,12.386,,,,,
1128,08.30.25 11:00:00 PM,16.415,75.081,12.053,,,,,
1129,08.31.25 12:00:00 AM,14.266,81.703,11.131,,,,,
1130,08.31.25 01:00:00 AM,14.673,82.614,11.683,,,,,
1131,08.31.25 02:00:00 AM,12.582,90.929,10.914,,,,,
1132,08.31.25 03:00:00 AM,13.738,91.872,12.201,,,,,
1133,08.31.25 04:00:00 AM,12.001,92.547,10.569,,,,,
1134,08.31.25 05:00:00 AM,12.074,94.212,10.876,,,,,
1135,08.31.25 06:00:00 AM,12.606,94.967,11.512,,,,,
1136,08.31.25 07:00:00 AM,12.678,95.241,11.622,,,,,
1137,08.31.25 08:00:00 AM,14.218,93.583,12.926,,,,,
1138,08.31.25 09:00:00 AM,16.725,85.263,14.139,,,,,
1139,08.31.25 10:00:00 AM,18.129,82.395,15.038,,,,,
1140,08.31.25 11:00:00 AM,19.865,79.105,16.154,,,,,
1141,08.31.25 12:00:00 PM,22.202,72.066,17.057,,,,,
1142,08.31.25 01:00:00 PM,25.258,61.781,17.658,,,,,
1143,08.31.25 02:00:00 PM,24.774,61.550,17.143,,,,,
1144,08.31.25 03:00:00 PM,26.134,58.925,17.758,,,,,
1145,08.31.25 04:00:00 PM,24.653,60.517,16.772,,,,,
1146,08.31.25 05:00:00 PM,24.992,59.152,16.744,,,,,
1147,08.31.25 06:00:00 PM,23.978,61.330,16.337,,,,,
1148,08.31.25 07:00:00 PM,23.376,61.202,15.737,,,,,
1149,08.31.25 08:00:00 PM,20.365,72.124,15.297,,,,,
1150,08.31.25 09:00:00 PM,18.295,80.903,14.942,,,,,
1151,08.31.25 10:00:00 PM,17.510,84.159,14.730,,,,,
1152,08.31.25 11:00:00 PM,19.222,78.518,15.420,,,,,
1153,09.01.25 12:00:00 AM,18.319,79.397,14.698,,,,,
1154,09.01.25 01:00:00 AM,17.582,80.998,14.260,,,,,
1155,09.01.25 02:00:00 AM,17.653,82.980,14.671,,,,,
1156,09.01.25 03:00:00 AM,17.272,83.143,14.325,,,,,
1157,09.01.25 04:00:00 AM,18.985,80.941,15.624,,,,,
1158,09.01.25 05:00:00 AM,18.604,81.333,15.320,,,,,
1159,09.01.25 06:00:00 AM,17.891,83.943,15.068,,,,,
1160,09.01.25 07:00:00 AM,16.749,84.532,14.042,,,,,
1161,09.01.25 08:00:00 AM,16.534,86.981,14.228,,,,,
1162,09.01.25 09:00:00 AM,16.034,88.448,13.964,,,,,
1163,09.01.25 10:00:00 AM,16.272,89.840,14.416,,,,,
1164,09.01.25 11:00:00 AM,17.082,88.861,15.067,,,,,
1165,09.01.25 12:00:00 PM,19.080,87.854,16.884,,,,,
1166,09.01.25 01:00:00 PM,20.031,81.224,16.699,,,,,
1167,09.01.25 02:00:00 PM,22.154,71.236,16.840,,,,,
1168,09.01.25 03:00:00 PM,21.891,71.919,16.728,,,,,
1169,09.01.25 04:00:00 PM,21.079,74.524,16.467,,,,,
1170,09.01.25 05:00:00 PM,21.175,77.560,17.145,,,,,
1171,09.01.25 06:00:00 PM,20.960,77.630,16.949,,,,,
1172,09.01.25 07:00:00 PM,20.555,75.486,16.146,,,,,
1173,09.01.25 08:00:00 PM,18.105,82.141,14.971,,,,,
1174,09.01.25 09:00:00 PM,16.034,88.929,14.039,,,,,
1175,09.01.25 10:00:00 PM,16.987,86.031,14.522,,,,,
1176,09.01.25 11:00:00 PM,17.130,85.901,14.642,,,,,
1177,09.02.25 12:00:00 AM,17.058,86.482,14.665,,,,,
1178,09.02.25 01:00:00 AM,15.939,91.349,14.313,,,,,
1179,09.02.25 02:00:00 AM,15.605,93.105,14.240,,,,,
1180,09.02.25 03:00:00 AM,14.457,94.577,13.306,,,,,
1181,09.02.25 04:00:00 AM,14.888,95.155,13.818,,,,,
1182,09.02.25 05:00:00 AM,15.748,91.829,14.194,,,,,
1183,09.02.25 06:00:00 AM,15.127,90.830,13.428,,,,,
1184,09.02.25 07:00:00 AM,14.697,90.195,12.906,,,,,
1185,09.02.25 08:00:00 AM,16.225,87.123,13.945,,,,,
1186,09.02.25 09:00:00 AM,18.295,76.938,14.226,,,,,
1187,09.02.25 10:00:00 AM,16.987,77.852,13.120,,,,,
1188,09.02.25 11:00:00 AM,18.033,72.600,13.142,,,,,
1189,09.02.25 12:00:00 PM,18.414,70.793,13.147,,,,,
1190,09.02.25 01:00:00 PM,19.532,65.264,13.040,,,,,
1191,09.02.25 02:00:00 PM,23.352,52.613,13.440,,,,,
1192,09.02.25 03:00:00 PM,23.665,48.444,12.487,,,,,
1193,09.02.25 04:00:00 PM,23.088,46.582,11.371,,,,,
1194,09.02.25 05:00:00 PM,23.088,47.253,11.586,,,,,
1195,09.02.25 06:00:00 PM,22.130,48.088,10.969,,,,,
1196,09.02.25 07:00:00 PM,19.222,58.289,11.102,,,,,
1197,09.02.25 08:00:00 PM,17.677,63.697,10.923,,,,,
1198,09.02.25 09:00:00 PM,16.749,65.283,10.392,,,,,
1199,09.02.25 10:00:00 PM,16.082,66.400,9.996,,,,,
1200,09.02.25 11:00:00 PM,15.748,65.666,9.520,,,,,
1201,09.03.25 12:00:00 AM,13.954,78.329,10.247,,,,,
1202,09.03.25 01:00:00 AM,14.505,76.662,10.488,,,,,
1203,09.03.25 02:00:00 AM,14.457,80.482,11.112,,,,,
1204,09.03.25 03:00:00 AM,16.439,74.489,11.964,,,,,
1205,09.03.25 04:00:00 AM,16.344,80.894,13.030,,,,,
1206,09.03.25 05:00:00 AM,15.700,85.596,13.182,,,,,
1207,09.03.25 06:00:00 AM,15.963,85.358,13.403,,,,,
1208,09.03.25 07:00:00 AM,16.225,87.042,13.932,,,,,
1209,09.03.25 07:39:42 AM,,,,,Protokolliert,,,
1210,09.03.25 07:40:09 AM,,,,,,Protokolliert,,
1211,09.03.25 07:40:38 AM,,,,,,,Protokolliert,Protokolliert
