"Plot-Titel: L_77"
"Anz.","Datum Zeit, GMT+02:00","Temp., °C (LGR S/N: 20547441, SEN S/N: 20547441)","RH, % (LGR S/N: 20547441, SEN S/N: 20547441)","TauPkt, °C (LGR S/N: 20547441, SEN S/N: 20547441)","Koppler abgetrennt (LGR S/N: 20547441)","Koppler verbunden (LGR S/N: 20547441)","Host verbunden (LGR S/N: 20547441)","Angehalten (LGR S/N: 20547441)","Dateiende (LGR S/N: 20547441)"
405,07.31.25 08:00:00 PM,17.938,88.475,15.854,,,,,
406,07.31.25 09:00:00 PM,17.915,88.658,15.859,,,,,
407,07.31.25 10:00:00 PM,17.701,89.440,15.770,,,,,
408,07.31.25 11:00:00 PM,17.272,91.523,15.665,,,,,
409,08.01.25 12:00:00 AM,17.296,91.874,15.741,,,,,
410,08.01.25 01:00:00 AM,16.511,90.962,14.823,,,,,
411,08.01.25 02:00:00 AM,16.010,93.836,14.750,,,,,
412,08.01.25 03:00:00 AM,16.725,91.095,15.056,,,,,
413,08.01.25 04:00:00 AM,15.986,94.534,14.827,,,,,
414,08.01.25 05:00:00 AM,15.796,95.962,14.840,,,,,
415,08.01.25 06:00:00 AM,15.533,96.434,14.643,,,,,
416,08.01.25 07:00:00 AM,16.534,95.768,15.551,,,,,
417,08.01.25 08:00:00 AM,17.843,92.647,16.402,,,,,
418,08.01.25 09:00:00 AM,18.866,89.938,17.004,,,,,
419,08.01.25 10:00:00 AM,20.150,84.233,17.340,,,,,
420,08.01.25 11:00:00 AM,21.581,77.987,17.620,,,,,
421,08.01.25 12:00:00 PM,21.987,73.280,17.097,,,,,
422,08.01.25 01:00:00 PM,21.867,70.064,16.318,,,,,
423,08.01.25 02:00:00 PM,23.905,62.996,16.673,,,,,
424,08.01.25 03:00:00 PM,25.574,59.056,17.266,,,,,
425,08.01.25 04:00:00 PM,25.040,59.376,16.847,,,,,
426,08.01.25 05:00:00 PM,20.388,76.170,16.116,,,,,
427,08.01.25 06:00:00 PM,20.436,81.873,17.210,,,,,
428,08.01.25 07:00:00 PM,20.650,77.395,16.603,,,,,
429,08.01.25 08:00:00 PM,19.960,75.280,15.529,,,,,
430,08.01.25 09:00:00 PM,18.295,80.484,14.868,,,,,
431,08.01.25 10:00:00 PM,17.582,80.831,14.231,,,,,
432,08.01.25 11:00:00 PM,15.629,91.430,14.016,,,,,
433,08.02.25 12:00:00 AM,15.270,94.062,14.045,,,,,
434,08.02.25 01:00:00 AM,15.031,94.390,13.853,,,,,
435,08.02.25 02:00:00 AM,15.103,92.820,13.698,,,,,
436,08.02.25 03:00:00 AM,14.912,91.802,13.359,,,,,
437,08.02.25 04:00:00 AM,15.031,89.298,13.102,,,,,
438,08.02.25 05:00:00 AM,15.175,88.614,13.139,,,,,
439,08.02.25 06:00:00 AM,14.840,88.639,12.812,,,,,
440,08.02.25 07:00:00 AM,14.745,88.297,12.664,,,,,
441,08.02.25 08:00:00 AM,16.773,85.845,14.280,,,,,
442,08.02.25 09:00:00 AM,16.796,79.938,13.306,,,,,
443,08.02.25 10:00:00 AM,19.199,73.086,14.364,,,,,
444,08.02.25 11:00:00 AM,21.581,68.624,15.735,,,,,
445,08.02.25 12:00:00 PM,22.011,66.232,15.621,,,,,
446,08.02.25 01:00:00 PM,21.413,64.091,14.565,,,,,
447,08.02.25 02:00:00 PM,22.441,60.778,14.750,,,,,
448,08.02.25 03:00:00 PM,21.390,61.733,13.988,,,,,
449,08.02.25 04:00:00 PM,23.064,55.481,13.970,,,,,
450,08.02.25 05:00:00 PM,22.513,53.342,12.868,,,,,
451,08.02.25 06:00:00 PM,21.772,55.106,12.662,,,,,
452,08.02.25 07:00:00 PM,19.865,64.934,13.284,,,,,
453,08.02.25 08:00:00 PM,16.844,81.945,13.701,,,,,
454,08.02.25 09:00:00 PM,16.796,82.981,13.830,,,,,
455,08.02.25 10:00:00 PM,16.415,83.417,13.529,,,,,
456,08.02.25 11:00:00 PM,16.034,84.451,13.325,,,,,
457,08.03.25 12:00:00 AM,15.843,83.561,12.991,,,,,
458,08.03.25 01:00:00 AM,16.034,81.655,12.857,,,,,
459,08.03.25 02:00:00 AM,16.082,81.307,12.844,,,,,
460,08.03.25 03:00:00 AM,15.605,84.352,12.886,,,,,
461,08.03.25 04:00:00 AM,15.008,87.184,12.751,,,,,
462,08.03.25 05:00:00 AM,14.002,90.865,12.316,,,,,
463,08.03.25 06:00:00 AM,13.618,91.241,11.989,,,,,
464,08.03.25 07:00:00 AM,14.026,87.910,11.893,,,,,
465,08.03.25 08:00:00 AM,14.888,82.854,11.934,,,,,
466,08.03.25 09:00:00 AM,15.342,81.805,12.204,,,,,
467,08.03.25 10:00:00 AM,16.177,80.387,12.779,,,,,
468,08.03.25 11:00:00 AM,16.463,82.026,13.341,,,,,
469,08.03.25 12:00:00 PM,18.794,72.979,13.952,,,,,
470,08.03.25 01:00:00 PM,17.677,72.330,12.744,,,,,
471,08.03.25 02:00:00 PM,19.008,70.964,13.754,,,,,
472,08.03.25 03:00:00 PM,21.867,62.326,14.582,,,,,
473,08.03.25 04:00:00 PM,21.342,58.403,13.122,,,,,
474,08.03.25 05:00:00 PM,19.888,62.753,12.807,,,,,
475,08.03.25 06:00:00 PM,20.293,60.767,12.719,,,,,
476,08.03.25 07:00:00 PM,19.793,60.172,12.103,,,,,
477,08.03.25 08:00:00 PM,18.818,64.069,12.093,,,,,
478,08.03.25 09:00:00 PM,17.510,67.417,11.578,,,,,
479,08.03.25 10:00:00 PM,16.582,70.419,11.308,,,,,
480,08.03.25 11:00:00 PM,16.630,70.774,11.425,,,,,
481,08.04.25 12:00:00 AM,16.796,69.590,11.346,,,,,
482,08.04.25 01:00:00 AM,15.414,76.316,11.309,,,,,
483,08.04.25 02:00:00 AM,16.177,75.004,11.807,,,,,
484,08.04.25 03:00:00 AM,15.986,78.090,12.187,,,,,
485,08.04.25 04:00:00 AM,16.058,80.721,12.720,,,,,
486,08.04.25 05:00:00 AM,15.652,83.491,12.791,,,,,
487,08.04.25 06:00:00 AM,15.247,87.402,13.022,,,,,
488,08.04.25 07:00:00 AM,15.652,86.395,13.264,,,,,
489,08.04.25 08:00:00 AM,16.177,86.923,13.866,,,,,
490,08.04.25 09:00:00 AM,15.891,90.066,14.072,,,,,
491,08.04.25 10:00:00 AM,17.201,88.245,15.088,,,,,
492,08.04.25 11:00:00 AM,20.055,80.977,16.678,,,,,
493,08.04.25 12:00:00 PM,23.256,73.526,18.374,,,,,
494,08.04.25 01:00:00 PM,23.785,72.279,18.629,,,,,
495,08.04.25 02:00:00 PM,22.393,76.028,18.036,,,,,
496,08.04.25 03:00:00 PM,22.848,74.787,18.233,,,,,
497,08.04.25 04:00:00 PM,23.424,70.205,17.844,,,,,
498,08.04.25 05:00:00 PM,24.339,64.192,17.369,,,,,
499,08.04.25 06:00:00 PM,24.219,62.743,16.909,,,,,
500,08.04.25 07:00:00 PM,23.160,65.622,16.579,,,,,
501,08.04.25 08:00:00 PM,22.154,71.822,16.961,,,,,
502,08.04.25 09:00:00 PM,20.293,78.005,16.369,,,,,
503,08.04.25 10:00:00 PM,19.080,81.465,15.809,,,,,
504,08.04.25 11:00:00 PM,18.081,85.029,15.437,,,,,
505,08.05.25 12:00:00 AM,19.032,81.482,15.766,,,,,
506,08.05.25 01:00:00 AM,18.580,83.464,15.665,,,,,
507,08.05.25 02:00:00 AM,20.817,75.222,16.350,,,,,
508,08.05.25 03:00:00 AM,20.603,76.041,16.300,,,,,
509,08.05.25 04:00:00 AM,20.079,77.818,16.126,,,,,
510,08.05.25 05:00:00 AM,19.080,82.050,15.912,,,,,
511,08.05.25 06:00:00 AM,19.222,81.998,16.042,,,,,
512,08.05.25 07:00:00 AM,21.103,77.002,16.970,,,,,
513,08.05.25 08:00:00 AM,23.569,71.885,18.338,,,,,
514,08.05.25 09:00:00 AM,21.652,74.493,17.016,,,,,
515,08.05.25 10:00:00 AM,21.819,75.884,17.451,,,,,
516,08.05.25 11:00:00 AM,22.393,76.576,18.142,,,,,
517,08.05.25 12:00:00 PM,23.184,73.015,18.200,,,,,
518,08.05.25 01:00:00 PM,21.915,77.627,17.878,,,,,
519,08.05.25 02:00:00 PM,22.513,72.418,17.430,,,,,
520,08.05.25 03:00:00 PM,24.581,66.320,18.093,,,,,
521,08.05.25 04:00:00 PM,25.089,56.682,16.185,,,,,
522,08.05.25 05:00:00 PM,24.291,54.879,14.949,,,,,
523,08.05.25 06:00:00 PM,23.569,50.180,12.928,,,,,
524,08.05.25 07:00:00 PM,22.298,50.454,11.838,,,,,
525,08.05.25 08:00:00 PM,21.056,52.701,11.336,,,,,
526,08.05.25 09:00:00 PM,18.033,61.936,10.859,,,,,
527,08.05.25 10:00:00 PM,17.415,62.431,10.387,,,,,
528,08.05.25 11:00:00 PM,15.819,67.200,9.914,,,,,
529,08.06.25 12:00:00 AM,15.843,65.243,9.519,,,,,
530,08.06.25 01:00:00 AM,14.625,68.983,9.136,,,,,
531,08.06.25 02:00:00 AM,15.079,64.669,8.667,,,,,
532,08.06.25 03:00:00 AM,14.745,64.787,8.373,,,,,
533,08.06.25 04:00:00 AM,13.642,70.236,8.441,,,,,
534,08.06.25 05:00:00 AM,12.389,76.333,8.370,,,,,
535,08.06.25 06:00:00 AM,10.932,81.179,7.776,,,,,
536,08.06.25 07:00:00 AM,11.637,86.462,9.309,,,,,
537,08.06.25 08:00:00 AM,14.840,77.654,10.992,,,,,
538,08.06.25 09:00:00 AM,18.176,68.651,12.477,,,,,
539,08.06.25 10:00:00 AM,20.627,58.446,12.461,,,,,
540,08.06.25 11:00:00 AM,20.841,54.599,11.658,,,,,
541,08.06.25 12:00:00 PM,22.513,52.308,12.576,,,,,
542,08.06.25 01:00:00 PM,23.064,47.378,11.603,,,,,
543,08.06.25 02:00:00 PM,23.689,49.465,12.823,,,,,
544,08.06.25 03:00:00 PM,23.016,53.695,13.434,,,,,
545,08.06.25 04:00:00 PM,23.064,48.526,11.961,,,,,
546,08.06.25 05:00:00 PM,22.513,46.095,10.689,,,,,
547,08.06.25 06:00:00 PM,22.226,45.130,10.113,,,,,
548,08.06.25 07:00:00 PM,21.270,50.191,10.813,,,,,
549,08.06.25 08:00:00 PM,17.915,60.806,10.481,,,,,
550,08.06.25 09:00:00 PM,15.915,64.106,9.339,,,,,
551,08.06.25 10:00:00 PM,15.223,65.867,9.061,,,,,
552,08.06.25 11:00:00 PM,15.461,65.499,9.211,,,,,
553,08.07.25 12:00:00 AM,14.194,70.856,9.094,,,,,
554,08.07.25 01:00:00 AM,12.678,78.554,9.042,,,,,
555,08.07.25 02:00:00 AM,12.340,82.767,9.417,,,,,
556,08.07.25 03:00:00 AM,11.565,88.056,9.479,,,,,
557,08.07.25 04:00:00 AM,10.761,89.770,8.936,,,,,
558,08.07.25 05:00:00 AM,10.980,91.071,9.343,,,,,
559,08.07.25 06:00:00 AM,11.637,91.522,10.061,,,,,
560,08.07.25 07:00:00 AM,13.040,92.138,11.545,,,,,
561,08.07.25 08:00:00 AM,17.368,76.266,13.199,,,,,
562,08.07.25 09:00:00 AM,17.796,64.637,11.247,,,,,
563,08.07.25 10:00:00 AM,20.412,57.923,12.127,,,,,
564,08.07.25 11:00:00 AM,23.713,58.337,15.332,,,,,
565,08.07.25 12:00:00 PM,25.453,50.557,14.778,,,,,
566,08.07.25 01:00:00 PM,26.134,52.967,16.120,,,,,
567,08.07.25 02:00:00 PM,28.023,50.063,16.993,,,,,
568,08.07.25 03:00:00 PM,28.048,48.392,16.487,,,,,
569,08.07.25 04:00:00 PM,27.924,44.348,15.020,,,,,
570,08.07.25 05:00:00 PM,27.431,40.746,13.267,,,,,
571,08.07.25 06:00:00 PM,26.475,44.634,13.806,,,,,
572,08.07.25 07:00:00 PM,25.647,44.017,12.843,,,,,
573,08.07.25 08:00:00 PM,22.082,58.609,13.870,,,,,
574,08.07.25 09:00:00 PM,19.698,60.217,12.024,,,,,
575,08.07.25 10:00:00 PM,19.365,58.890,11.385,,,,,
576,08.07.25 11:00:00 PM,18.937,57.971,10.754,,,,,
577,08.08.25 12:00:00 AM,19.080,58.541,11.030,,,,,
578,08.08.25 01:00:00 AM,19.199,59.016,11.260,,,,,
579,08.08.25 02:00:00 AM,16.534,68.641,10.900,,,,,
580,08.08.25 03:00:00 AM,14.697,79.374,11.155,,,,,
581,08.08.25 04:00:00 AM,14.314,81.768,11.189,,,,,
582,08.08.25 05:00:00 AM,13.690,85.208,11.138,,,,,
583,08.08.25 06:00:00 AM,12.703,89.071,10.759,,,,,
584,08.08.25 07:00:00 AM,14.745,89.095,12.786,,,,,
585,08.08.25 08:00:00 AM,17.486,77.731,13.584,,,,,
586,08.08.25 09:00:00 AM,21.103,69.275,15.417,,,,,
587,08.08.25 10:00:00 AM,24.460,58.699,16.127,,,,,
588,08.08.25 11:00:00 AM,27.456,53.468,17.491,,,,,
589,08.08.25 12:00:00 PM,29.165,49.955,18.009,,,,,
590,08.08.25 01:00:00 PM,30.469,44.644,17.429,,,,,
591,08.08.25 02:00:00 PM,30.192,40.046,15.468,,,,,
592,08.08.25 03:00:00 PM,31.919,34.871,14.814,,,,,
593,08.08.25 04:00:00 PM,31.970,27.813,11.297,,,,,
594,08.08.25 05:00:00 PM,31.970,33.923,14.423,,,,,
595,08.08.25 06:00:00 PM,30.419,31.947,12.130,,,,,
596,08.08.25 07:00:00 PM,28.270,43.208,14.929,,,,,
597,08.08.25 08:00:00 PM,25.065,45.988,12.980,,,,,
598,08.08.25 09:00:00 PM,23.064,49.225,12.176,,,,,
599,08.08.25 10:00:00 PM,21.963,50.157,11.442,,,,,
600,08.08.25 11:00:00 PM,20.150,55.024,11.128,,,,,
601,08.09.25 12:00:00 AM,20.507,59.434,12.595,,,,,
602,08.09.25 01:00:00 AM,22.321,60.636,14.602,,,,,
603,08.09.25 02:00:00 AM,22.082,61.694,14.634,,,,,
604,08.09.25 03:00:00 AM,19.793,69.856,14.281,,,,,
605,08.09.25 04:00:00 AM,20.293,69.362,14.658,,,,,
606,08.09.25 05:00:00 AM,19.841,69.572,14.267,,,,,
607,08.09.25 06:00:00 AM,18.319,75.522,13.983,,,,,
608,08.09.25 07:00:00 AM,18.414,77.642,14.472,,,,,
609,08.09.25 08:00:00 AM,20.341,79.121,16.622,,,,,
610,08.09.25 09:00:00 AM,22.968,67.416,16.800,,,,,
611,08.09.25 10:00:00 AM,23.665,64.351,16.766,,,,,
612,08.09.25 11:00:00 AM,25.866,59.256,17.592,,,,,
613,08.09.25 12:00:00 PM,26.671,57.636,17.921,,,,,
614,08.09.25 01:00:00 PM,29.290,54.042,19.360,,,,,
