"Plot-Titel:  L_59"
"Anz.","Datum Zeit, GMT+02:00","Temp., °C (LGR S/N: 20157067, SEN S/N: 20157067)","RH, % (LGR S/N: 20157067, SEN S/N: 20157067)","TauPkt, °C (LGR S/N: 20157067, SEN S/N: 20157067)","Koppler abgetrennt (LGR S/N: 20157067)","Koppler verbunden (LGR S/N: 20157067)","Host verbunden (LGR S/N: 20157067)","Angehalten (LGR S/N: 20157067)","Dateiende (LGR S/N: 20157067)"
405,07.31.25 08:00:00 PM,18.105,88.299,15.991,,,,,
406,07.31.25 09:00:00 PM,17.891,88.922,15.877,,,,,
407,07.31.25 10:00:00 PM,17.653,89.590,15.746,,,,,
408,07.31.25 11:00:00 PM,17.320,90.417,15.544,,,,,
409,08.01.25 12:00:00 AM,17.701,87.716,15.498,,,,,
410,08.01.25 01:00:00 AM,16.463,89.514,14.554,,,,,
411,08.01.25 02:00:00 AM,15.867,93.407,14.545,,,,,
412,08.01.25 03:00:00 AM,16.558,91.080,14.888,,,,,
413,08.01.25 04:00:00 AM,16.034,93.738,14.760,,,,,
414,08.01.25 05:00:00 AM,15.819,95.036,14.732,,,,,
415,08.01.25 06:00:00 AM,15.461,95.461,14.435,,,,,
416,08.01.25 07:00:00 AM,16.296,95.576,15.286,,,,,
417,08.01.25 08:00:00 AM,17.653,93.681,16.366,,,,,
418,08.01.25 09:00:00 AM,18.699,88.847,16.666,,,,,
419,08.01.25 10:00:00 AM,19.841,83.498,16.909,,,,,
420,08.01.25 11:00:00 AM,21.581,76.584,17.354,,,,,
421,08.01.25 12:00:00 PM,21.939,75.965,17.582,,,,,
422,08.01.25 01:00:00 PM,21.772,68.185,15.823,,,,,
423,08.01.25 02:00:00 PM,24.291,60.183,16.347,,,,,
424,08.01.25 03:00:00 PM,26.109,60.686,18.188,,,,,
425,08.01.25 04:00:00 PM,24.968,60.690,17.112,,,,,
426,08.01.25 05:00:00 PM,20.460,76.842,16.313,,,,,
427,08.01.25 06:00:00 PM,20.341,82.328,17.197,,,,,
428,08.01.25 07:00:00 PM,20.103,80.228,16.591,,,,,
